r_f_addr,mi_ctrline,oneway_dir,displayrou,r_t_addr,f_street,objectid,pre_dir,st_type,t_street,l_f_addr,street,l_t_addr,st_name,AREA,PERIMETER,COMAREA_,COMAREA_ID,AREA_NUMBE,COMMUNITY,SHAPE_AREA,SHAPE_LEN,length
5859,0.125679569057,,SHARED-LANE,5801,W 59TH ST,283,S,AVE,W 58TH ST,5858,RACINE AVE,5800,RACINE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,202.259204310975
3801,0.250190433065,,SHARED-LANE,3961,W GRACE ST,284,N,AVE,W IRVING PARK RD,3800,NARRAGANSETT AVE,3960,NARRAGANSETT,0,0,0,0,17,DUNNING,103595001.175,54555.9925337,402.643160868712
3601,0.250776292186,,BIKE LANE,3759,W ADDISON ST,285,N,AVE,W GRACE ST,3600,NARRAGANSETT AVE,3758,NARRAGANSETT,0,0,0,0,17,DUNNING,103595001.175,54555.9925337,403.586004628542
341,0.0731159088028,S,BIKE LANE,375,METRA TRACKS,286,N,ST,W KINZIE ST,340,CLINTON ST,374,CLINTON,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,0.162157080367564
341,0.0731159088028,S,BIKE LANE,375,METRA TRACKS,286,N,ST,W KINZIE ST,340,CLINTON ST,374,CLINTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,117.504895561631
0,0.154105036888,,OFF-STREET TRAIL,0,W JARIATH ST,287,N,TRAIL,7300N,0,ROGERS PARK TRAIL,0,ROGERS PARK TRAIL,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,248.006181979676
531,0.345759125939,S,BUFFERED BIKE LANE,757,W GRAND AVE,288,N,ST,W CHICAGO AVE,530,WELLS ST,756,WELLS,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,556.43735432885
301,0.235734336584,N,BIKE LANE,421,W WACKER DR,289,N,ST,W HUBBARD ST,300,ORLEANS ST,420,ORLEANS,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,308.561071243346
301,0.235734336584,N,BIKE LANE,421,W WACKER DR,289,N,ST,W HUBBARD ST,300,ORLEANS ST,420,ORLEANS,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,70.8111987147642
4851,0.419845836699,,BUFFERED BIKE LANE,5201,W GUNNISON ST,290,N,,W FOSTER AVE,4700,BROADWAY,5200,BROADWAY,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,675.519922424106
4851,0.419845836699,,BUFFERED BIKE LANE,5201,W GUNNISON ST,290,N,,W FOSTER AVE,4700,BROADWAY,5200,BROADWAY,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,0.148796761300769
9232,0.380710542469,,BIKE LANE,9458,S CALUMET RIVER,292,S,AVE,E 95TH ST,9231,EWING AVE,9459,EWING,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,612.677810298957
9200,0.139493055347,,SHARED-LANE,9230,S HARBOR AVE,293,S,AVE,S CALUMET RIVER,9201,EWING AVE,9229,EWING,0,0,0,0,46,SOUTH CHICAGO,93272185.0092,52435.9794313,173.24501275523
9200,0.139493055347,,SHARED-LANE,9230,S HARBOR AVE,293,S,AVE,S CALUMET RIVER,9201,EWING AVE,9229,EWING,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,51.2413878068247
7401,0.619490527641,,SHARED-LANE,7669,N CLARK ST,294,N,AVE,N EASTLAKE TER,7400,ROGERS AVE,7666,ROGERS,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,996.963274502365
3563,0.756131640603,,PROTECTED BIKE LANE,3000,N CENTRAL PARK AVE,295,W,BLVD,N SACRAMENTO BLVD,3558,FRANKLIN BLVD,3001,FRANKLIN,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,1216.86858139113
2559,0.253417372148,,BIKE LANE,2501,W 26TH ST,296,S,AVE,W 25TH ST,2558,CENTRAL PARK AVE,2500,CENTRAL PARK,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,407.833501661878
2801,1.16102188828,,BUFFERED BIKE LANE,3555,W DIVERSEY PKWY,297,N,ST,W ADDISON ST,2800,CLARK ST,3556,CLARK,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,1868.46040476163
2758,0.508170170723,,BUFFERED BIKE LANE,2400,N CALIFORNIA AVE,298,W,BLVD,N WESTERN AVE,2759,AUGUSTA BLVD,2401,AUGUSTA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,817.814188054848
801,0.250548277413,,BIKE LANE,975,W CHICAGO AVE,299,N,AVE,W AUGUSTA BLVD,800,CALIFORNIA AVE,974,CALIFORNIA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,403.215413403697
901,0.794692033076,,PROTECTED BIKE LANE,1471,N CHESTNUT ST,300,N,AVE,W LE MOYNE ST,900,ELSTON AVE,1470,ELSTON,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,1278.91805580065
600,0.161026327228,,BIKE LANE,400,W HARRISON ST,301,S,ST,W VAN BUREN ST,601,HALSTED ST,401,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,259.143408334705
1000,0.321585012078,,PROTECTED BIKE LANE,600,W TAYLOR ST,314,S,ST,W HARRISON ST,1001,CANAL ST,601,CANAL,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,517.533754923125
9863,0.493391647998,,BIKE LANE,9501,E 99TH ST,302,S,L,S EWING AVE,9862,AVENUE L,9500,AVENUE,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,794.015385021894
1401,0.144696206825,E,BUFFERED BIKE LANE,1467,S DORCHESTER AVE,303,E,PL,E 55TH ST,1400,55TH PL,1466,55TH,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,232.861333402842
6000,0.504423704875,,SHARED-LANE,5600,N AUSTIN AVE,304,W,AVE,N CENTRAL AVE,6001,LAWRENCE AVE,5601,LAWRENCE,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,811.791586698517
10230,0.495323352185,,SHARED-LANE,9930,W 103RD ST,305,S,ST,W 99TH ST,10233,STATE ST,9925,STATE,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,797.132974408292
4733,0.352648869406,,BUFFERED BIKE LANE,4789,N CENTRAL AVE,306,W,AVE,N MILWAUKEE AVE,4730,LAWRENCE AVE,4790,LAWRENCE,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,567.230835299122
4733,0.352648869406,,BUFFERED BIKE LANE,4789,N CENTRAL AVE,306,W,AVE,N MILWAUKEE AVE,4730,LAWRENCE AVE,4790,LAWRENCE,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,0.302280857538368
9850,0.118808222909,,BIKE LANE,9814,E 99TH ST,307,S,ST,E BISHOP FORD EXPY,9851,STATE ST,9815,STATE,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,191.200245976295
1171,0.250140282655,,BIKE LANE,1001,N RACINE AVE,308,W,AVE,N SHEFFIELD AVE,1170,ARMITAGE AVE,1000,ARMITAGE,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,402.556987264374
959,0.25050322097,,BIKE LANE,801,N SHEFFIELD AVE,309,W,AVE,N HALSTED ST,958,ARMITAGE AVE,800,ARMITAGE,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,403.140845735322
2401,0.211570709127,,BIKE LANE,2551,W FULLERTON AVE,310,N,AVE,N BRANCH CHICAGO RIVER,2400,DAMEN AVE,2550,DAMEN,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,340.422568174309
2401,0.211570709127,,BIKE LANE,2551,W FULLERTON AVE,310,N,AVE,N BRANCH CHICAGO RIVER,2400,DAMEN AVE,2550,DAMEN,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,0.06430282094971
1600,0.501252863472,,BIKE LANE,2000,W NORTH AVE,311,N,ST,W ARMITAGE AVE,1601,HALSTED ST,2001,HALSTED,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,806.678029063139
428,0.113334829557,,PROTECTED BIKE LANE,336,N CLYBOURN AVE,312,W,ST,N ORLEANS ST,435,DIVISION ST,341,DIVISION,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,182.392195304979
5901,1.79366880401,,BUFFERED BIKE LANE,4101,W GARFIELD BLVD,313,S,ST,W 41ST ST,5900,HALSTED ST,4100,HALSTED,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,2886.59205847915
238,0.264594458997,S,PROTECTED BIKE LANE,2,W JACKSON BLVD,315,S,ST,W MADISON ST,239,CLINTON ST,1,CLINTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,425.817710567736
2630,0.191579660612,,BIKE LANE,2500,S TALMAN AVE,316,W,RD,S CAMPBELL AVE,2631,ROOSEVELT RD,2501,ROOSEVELT,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,165.946436703069
2630,0.191579660612,,BIKE LANE,2500,S TALMAN AVE,316,W,RD,S CAMPBELL AVE,2631,ROOSEVELT RD,2501,ROOSEVELT,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,142.368655672938
3001,0.144520005062,,BIKE LANE,3115,W WELLINGTON AVE,317,N,ST,W CALIFORNIA TER,3000,HALSTED ST,3114,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,232.579473272739
130,0.177731403287,,PROTECTED BIKE LANE,2,S LASALLE ST,318,W,ST,S STATE ST,131,31ST ST,1,31ST,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,263.726015901026
130,0.177731403287,,PROTECTED BIKE LANE,2,S LASALLE ST,318,W,ST,S STATE ST,131,31ST ST,1,31ST,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,22.3006025736872
201,0.0878350077923,,BIKE LANE,235,W LAKE ST,319,N,AVE,W FULTON ST,200,OGDEN AVE,234,OGDEN,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,141.355167198257
2630,0.544158747892,,PROTECTED BIKE LANE,2200,S ELEANOR ST,320,S,ST,W CERMAK RD,2631,LOOMIS ST,2201,LOOMIS,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,734.005132670434
2630,0.544158747892,,PROTECTED BIKE LANE,2200,S ELEANOR ST,320,S,ST,W CERMAK RD,2631,LOOMIS ST,2201,LOOMIS,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,141.723542854675
2764,0.469921047072,,BIKE LANE,2500,S THROOP ST,321,S,AVE,S HALSTED ST,2765,ARCHER AVE,2503,ARCHER,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,756.255100671807
550,0.514902584124,N,PROTECTED BIKE LANE,2,W HARRISON ST,322,S,ST,W MADISON ST,551,DEARBORN ST,1,DEARBORN,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,828.642947715754
1,0.330887177124,N,PROTECTED BIKE LANE,241,W MADISON ST,323,N,ST,W WACKER DR,2,DEARBORN ST,240,DEARBORN,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,532.503315060561
2352,0.426093942538,,BIKE LANE,2200,S WOLCOTT AVE,324,S,AVE,S ASHLAND AVE,2353,BLUE ISLAND AVE,2201,BLUE ISLAND,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,685.724620207254
200,0.227978511025,,BIKE LANE,36,N WELLS ST,325,W,ST,N DEARBORN ST,201,KINZIE ST,37,KINZIE,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,366.890454592506
2601,0.251058674306,,BUFFERED BIKE LANE,2801,W WRIGHTWOOD AVE,326,N,ST,W DIVERSEY PKWY,2600,HALSTED ST,2800,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,0.156106572982159
2601,0.251058674306,,BUFFERED BIKE LANE,2801,W WRIGHTWOOD AVE,326,N,ST,W DIVERSEY PKWY,2600,HALSTED ST,2800,HALSTED,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,403.878561169194
5101,0.502675025296,,BUFFERED BIKE LANE,4701,W 51ST ST,327,S,AVE,W 47TH ST,5100,RACINE AVE,4700,RACINE,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,808.967271328718
1673,0.438890603469,,BUFFERED BIKE LANE,1400,W 18TH ST,351,S,AVE,S RACINE AVE,1668,BLUE ISLAND AVE,1417,BLUE ISLAND,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,463.797952794267
1673,0.438890603469,,BUFFERED BIKE LANE,1400,W 18TH ST,351,S,AVE,S RACINE AVE,1668,BLUE ISLAND AVE,1417,BLUE ISLAND,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,242.51982866029
3554,1.51823644618,,BUFFERED BIKE LANE,2400,S CENTRAL PARK BLVD,328,W,BLVD,S WESTERN AVE,3555,JACKSON BLVD,2401,JACKSON,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,2022.38497708689
3554,1.51823644618,,BUFFERED BIKE LANE,2400,S CENTRAL PARK BLVD,328,W,BLVD,S WESTERN AVE,3555,JACKSON BLVD,2401,JACKSON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,420.962877435782
2358,0.50446990634,,BUFFERED BIKE LANE,2000,N WESTERN AVE,329,W,BLVD,N DAMEN AVE,2359,AUGUSTA BLVD,2001,AUGUSTA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,811.858365208727
1958,0.189087165451,,BUFFERED BIKE LANE,1832,N DAMEN AVE,330,W,BLVD,N HONORE ST,1959,AUGUSTA BLVD,1833,AUGUSTA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,304.303350407774
3561,0.348583756251,,BUFFERED BIKE LANE,4683,N KEDZIE AVE,331,N,AVE,N KIMBALL AVE,3560,ELSTON AVE,4686,ELSTON,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,444.727780273736
3561,0.348583756251,,BUFFERED BIKE LANE,4683,N KEDZIE AVE,331,N,AVE,N KIMBALL AVE,3560,ELSTON AVE,4686,ELSTON,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,116.260122404969
2382,0.145568249533,,BUFFERED BIKE LANE,2222,N ELSTON AVE,332,W,BLVD,W DIVERSEY AVE,2383,LOGAN BLVD,2217,LOGAN,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,234.26736843633
6401,1.38259954279,,BUFFERED BIKE LANE,5101,N NAGLE AVE,333,N,HWY,N MILWAUKEE AVE,6400,NORTHWEST HWY,5100,NORTHWEST,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,1661.21000491047
6401,1.38259954279,,BUFFERED BIKE LANE,5101,N NAGLE AVE,333,N,HWY,N MILWAUKEE AVE,6400,NORTHWEST HWY,5100,NORTHWEST,0,0,0,0,10,NORWOOD PARK,121959105.47,80368.3743778,563.870140628073
801,0.172156637822,,SHARED-LANE,601,W POLK ST,334,S,ST,W HARRISON ST,800,LOOMIS ST,600,LOOMIS,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,277.056139987001
2000,0.508386071784,,PROTECTED BIKE LANE,1601,S DAMEN AVE,335,W,ST,S ASHLAND AVE,2001,POLK ST,1600,POLK,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,818.159776099308
10659,0.468828796448,,BIKE LANE,10301,S DOTY AVE W,352,S,AVE,E 103RD ST,10658,WOODLAWN AVE,10300,WOODLAWN,0,0,0,0,50,PULLMAN,59001555.602,35572.0695077,754.492057517129
3400,0.126143239605,S,NEIGHBORHOOD GREENWAY,3300,W ROSCOE ST,760,N,AVE,W SCHOOL ST,3401,RAVENSWOOD AVE,3301,RAVENSWOOD,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,203.005881743405
1601,0.919664422498,,BUFFERED BIKE LANE,2201,W NORTH AVE,336,N,AVE,W WEBSTER AVE,1600,ELSTON AVE,2200,ELSTON,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,949.279073196915
1601,0.919664422498,,BUFFERED BIKE LANE,2201,W NORTH AVE,336,N,AVE,W WEBSTER AVE,1600,ELSTON AVE,2200,ELSTON,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,530.761633296033
1360,0.756780235775,,PROTECTED BIKE LANE,800,S LOOMIS ST,337,W,ST,S HALSTED ST,1361,HARRISON ST,801,HARRISON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,1217.90502879485
2528,0.764141437618,,PROTECTED BIKE LANE,2038,26TH ST,338,S,ST,W CULLERTON ST,2529,STATE ST,2039,STATE,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,1229.74759522262
7100,1.24558021174,,BUFFERED BIKE LANE,7900,E 71ST ST,339,S,DR,E 79TH ST,7101,SOUTH SHORE DR,7901,SOUTH SHORE,0,0,0,0,43,SOUTH SHORE,81812716.3958,44249.6461173,1795.84532102747
7100,1.24558021174,,BUFFERED BIKE LANE,7900,E 71ST ST,339,S,DR,E 79TH ST,7101,SOUTH SHORE DR,7901,SOUTH SHORE,0,0,0,0,46,SOUTH CHICAGO,93272185.0092,52435.9794313,208.672674083366
1700,0.188749355339,,BUFFERED BIKE LANE,1826,W WABANSIA AVE,340,N,AVE,W MOFFAT ST,1701,KEDZIE AVE,1825,KEDZIE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,106.89144681735
1700,0.188749355339,,BUFFERED BIKE LANE,1826,W WABANSIA AVE,340,N,AVE,W MOFFAT ST,1701,KEDZIE AVE,1825,KEDZIE,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,196.869303949375
901,0.217941860751,,BUFFERED BIKE LANE,1059,S LAKE PARK AVE,341,E,BLVD,LAKEFRONT TRAL,900,OAKWOOD BLVD,1058,OAKWOOD,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,350.736949405044
801,0.242770854116,E,BUFFERED BIKE LANE,601,S HALSTED ST,342,W,BLVD,S JEFFERSON ST,800,JACKSON BLVD,600,JACKSON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,390.696669987317
2400,0.503829999826,,BUFFERED BIKE LANE,2001,N WESTERN AVE,343,W,ST,N DAMEN  AVE,2401,DIVISION ST,2000,DIVISION,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,810.828554032466
8681,0.224641195412,,BUFFERED BIKE LANE,8561,S VINCENNES AVE,344,S,AVE,S HALSTED ST,8682,SUMMIT AVE,8500,SUMMIT,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,361.520113030841
601,0.112279127695,,PROTECTED BIKE LANE,799,S MOE DR,353,E,DR,S FORT DEARBORN,600,31ST DR,798,31ST,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,180.692568573627
101,0.30666602473,,SHARED-LANE,347,S MICHIGAN AVE,354,E,BLVD,S DR MARTIN LUTHER KING DR,100,33RD BLVD,346,33RD,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,493.523157931447
998,0.155021616107,,BUFFERED BIKE LANE,900,N SHERIDAN RD,366,W,AVE,LAKEFRONT TRAIL,999,BRYN MAWR AVE,901,BRYN MAWR,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,249.48010800792
5001,2.08397787188,,BUFFERED BIKE LANE,3601,N CICERO AVE,345,N,AVE,N CENTRAL PARK AVE,5000,ELSTON AVE,3600,ELSTON,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,0.413029549821921
5001,2.08397787188,,BUFFERED BIKE LANE,3601,N CICERO AVE,345,N,AVE,N CENTRAL PARK AVE,5000,ELSTON AVE,3600,ELSTON,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,832.513329191328
5001,2.08397787188,,BUFFERED BIKE LANE,3601,N CICERO AVE,345,N,AVE,N CENTRAL PARK AVE,5000,ELSTON AVE,3600,ELSTON,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,2520.89916798936
7101,2.1372029918,,BUFFERED BIKE LANE,6701,E 79TH ST,346,S,AVE,E 67TH ST,7100,SOUTH CHICAGO AVE,6700,SOUTH CHICAGO,0,0,0,0,43,SOUTH SHORE,81812716.3958,44249.6461173,28.5045936326857
7101,2.1372029918,,BUFFERED BIKE LANE,6701,E 79TH ST,346,S,AVE,E 67TH ST,7100,SOUTH CHICAGO AVE,6700,SOUTH CHICAGO,0,0,0,0,45,AVALON PARK,34852737.7366,27630.822534,835.294618881197
7101,2.1372029918,,BUFFERED BIKE LANE,6701,E 79TH ST,346,S,AVE,E 67TH ST,7100,SOUTH CHICAGO AVE,6700,SOUTH CHICAGO,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,2575.63132001175
901,0.164316747498,,PROTECTED BIKE LANE,1001,N WILLARD CT,347,N,AVE,W AUGUSTA AVE,900,MILWAUKEE AVE,1000,MILWAUKEE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,264.439148374758
11259,2.30367481454,,BUFFERED BIKE LANE,9501,E 113TH ST,348,S,AVE,E 95TH ST,11258,COTTAGE GROVE AVE,9500,COTTAGE GROVE,0,0,0,0,47,BURNSIDE,16995983.2737,18137.9442529,0.139697404088464
11259,2.30367481454,,BUFFERED BIKE LANE,9501,E 113TH ST,348,S,AVE,E 95TH ST,11258,COTTAGE GROVE AVE,9500,COTTAGE GROVE,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,3707.19894611942
2532,0.240640147701,,BIKE LANE,2400,W 31ST BLVD,349,W,ST,S WESTERN AVE,2531,31ST ST,2401,31ST,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,182.368024514863
2532,0.240640147701,,BIKE LANE,2400,W 31ST BLVD,349,W,ST,S WESTERN AVE,2531,31ST ST,2401,31ST,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,204.901494493659
8400,0.30268575591,,BUFFERED BIKE LANE,8462,S HALSTED ST,350,S,AVE,S KERFOOT AVE,8401,VINCENNES AVE,8463,VINCENNES,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,487.118796055769
1801,0.141644527564,W,NEIGHBORHOOD GREENWAY,1701,N RAVENSWOOD AVE,761,W,ST,N LINCOLN AVE,1800,ROSCOE ST,1700,ROSCOE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,31.9763689555794
1801,0.141644527564,W,NEIGHBORHOOD GREENWAY,1701,N RAVENSWOOD AVE,761,W,ST,N LINCOLN AVE,1800,ROSCOE ST,1700,ROSCOE,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,195.976136147148
6801,0.805725992296,,SHARED-LANE,7430,W PRATT BLVD,355,N,BLVD,W FARGO AVE,6800,ASHLAND BLVD,7429,ASHLAND,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,1296.67716737895
434,0.0822101713135,,BIKE LANE,400,W CONGRESS PKWY,356,S,AVE,W FIFTH AVE,429,CENTRAL PARK AVE,355,CENTRAL PARK,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,132.303740110653
1358,0.0777439562836,S,BUFFERED BIKE LANE,1347,W DOUGLAS BLVD,357,S,SQ,S INDEPENDENCE BLVD,1349,INDEPENDENCE SQ,1346,INDEPENDENCE,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,125.116150740135
1201,0.618397712115,,PROTECTED BIKE LANE,1599,W DIVISION ST,358,N,AVE,N HALSTED ST,1200,CLYBOURN AVE,1598,CLYBOURN,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,995.201459951234
2000,0.504750342185,,BUFFERED BIKE LANE,2400,N DAMEN AVE,359,W,AVE,N WESTERN AVE,2001,ARMITAGE AVE,2401,ARMITAGE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,812.309737674518
10300,0.262194727799,,BUFFERED BIKE LANE,10500,W 103RD ST,360,S,AVE,W 105TH ST,10301,VINCENNES AVE,10501,VINCENNES,0,0,0,0,72,BEVERLY,88779363.9384,44591.4851009,421.811639789589
10300,0.262194727799,,BUFFERED BIKE LANE,10500,W 103RD ST,360,S,AVE,W 105TH ST,10301,VINCENNES AVE,10501,VINCENNES,0,0,0,0,73,WASHINGTON HEIGHTS,79635752.8769,42222.598163,0.144803229274597
1001,0.581056619825,,NEIGHBORHOOD GREENWAY,1399,W AUGUSTA BLVD,361,N,ST,N MILWAUKEE AVE,1000,WOOD ST,1398,WOOD,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,935.1106470769
3058,0.502652447843,,BUFFERED BIKE LANE,2600,W 31ST ST,362,S,ST,W 26TH ST,3059,HALSTED ST,2601,HALSTED,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,808.93015007041
5859,0.502308363747,,BUFFERED BIKE LANE,5465,W 59TH ST,363,S,ST,W GARFIELD BLVD,5858,HALSTED ST,5464,HALSTED,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,0.154606099539103
5859,0.502308363747,,BUFFERED BIKE LANE,5465,W 59TH ST,363,S,ST,W GARFIELD BLVD,5858,HALSTED ST,5464,HALSTED,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,808.221626528957
4378,0.502121316371,,BUFFERED BIKE LANE,4000,S KOSTNER AVE,364,W,ST,S PULASKI RD,4381,26TH ST,4001,26TH,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,808.082735857186
1826,0.314439545557,,BUFFERED BIKE LANE,1600,N HONORE ST,365,W,BLVD,N ASHLAND AVE,1827,AUGUSTA BLVD,1601,AUGUSTA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,506.036222448286
2201,0.126218466691,,NEIGHBORHOOD GREENWAY,2101,W CERMAK RD,762,S,ST,W 21ST PL,2200,WOOD ST,2100,WOOD,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,203.126857729322
538,0.164403821936,,BIKE LANE,400,W HARRISON ST,367,S,ST,W VAN BUREN ST,539,CANAL ST,401,CANAL,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,264.578654139833
1800,0.126798684627,,BIKE LANE,1860,W 19TH ST,369,S,AVE,W 18TH DR,1801,CALIFORNIA AVE,1859,CALIFORNIA,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,204.061172979863
6201,0.125368112163,N,BIKE LANE,6259,W GRANVILLE AVE,370,N,AVE,W ROSEMONT AVE,6200,KENMORE AVE,6258,KENMORE,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,201.758072914384
3600,1.26113403984,S,BUFFERED BIKE LANE,2600,E 37TH ST,371,S,DR,E 26TH ST,3601,DR MARTIN LUTHER KING JR DR,2601,DR MARTIN LUTHER KING JR,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,2029.41796071968
3600,1.26113403984,S,BUFFERED BIKE LANE,2600,E 37TH ST,371,S,DR,E 26TH ST,3601,DR MARTIN LUTHER KING JR DR,2601,DR MARTIN LUTHER KING JR,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,0.14706047644014
2600,0.12597364497,,BUFFERED BIKE LANE,5058,E 38TH ST,372,S,DR,E 37TH ST,2601,DR MARTIN LUTHER KING JR DR,5059,DR MARTIN LUTHER KING JR,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,202.731573856912
